"Date","Price","Open","High","Low","Vol.","Change %"
"09/20/2022","204.92","209.87","211.04","204.85","","-1.89%"
"09/19/2022","208.86","209.47","209.70","206.24","","-0.52%"
"09/16/2022","209.96","210.99","211.56","209.65","","-1.46%"
"09/15/2022","213.08","214.06","215.71","212.62","","-0.44%"
"09/14/2022","214.03","215.01","217.13","213.28","","-1.31%"
"09/13/2022","216.88","223.16","223.27","216.88","","-2.41%"
"09/12/2022","222.23","218.87","222.24","218.19","","2.20%"
"09/09/2022","217.45","214.74","218.47","214.64","","1.61%"
"09/08/2022","214.01","214.00","214.92","209.93","","0.75%"
"09/07/2022","212.41","211.21","212.90","209.99","","-0.24%"
"09/06/2022","212.93","212.23","214.93","211.00","","0.39%"
"09/05/2022","212.11","210.22","212.42","209.57","","-1.49%"
"09/02/2022","215.32","211.89","215.37","210.34","","2.66%"
"09/01/2022","209.74","213.73","214.05","209.74","","-2.77%"
"08/31/2022","215.71","218.62","219.20","215.71","","-0.80%"
"08/30/2022","217.44","217.37","221.22","216.60","","0.26%"
"08/29/2022","216.88","215.94","218.00","214.54","","-0.79%"
"08/26/2022","218.60","224.38","224.66","218.41","","-2.00%"
"08/25/2022","223.05","223.93","224.07","221.05","","0.31%"
"08/24/2022","222.37","221.30","223.59","219.43","","0.09%"
"08/23/2022","222.17","222.69","225.28","221.56","","-0.72%"
"08/22/2022","223.78","227.58","228.83","223.78","","-2.15%"
"08/19/2022","228.70","231.42","231.98","228.70","","-1.64%"
"08/18/2022","232.52","230.38","233.20","229.93","","1.02%"
"08/17/2022","230.17","233.95","234.55","229.77","","-1.53%"
"08/16/2022","233.74","232.99","234.40","232.20","","0.67%"
"08/15/2022","232.18","233.09","234.12","231.63","","-0.11%"
"08/12/2022","232.43","231.92","233.13","231.25","","0.46%"
"08/11/2022","231.37","232.62","233.13","230.12","","0.06%"
"08/10/2022","231.23","224.12","231.23","223.27","","2.67%"
"08/09/2022","225.22","229.27","229.95","224.53","","-1.95%"
"08/08/2022","229.70","228.80","230.78","227.79","","1.29%"
"08/05/2022","226.77","231.52","232.06","226.77","","-1.73%"
"08/04/2022","230.76","229.86","231.52","229.80","","0.74%"
"08/03/2022","229.07","226.71","229.62","226.22","","0.93%"
"08/02/2022","226.97","228.67","228.86","225.93","","-1.35%"
"08/01/2022","230.07","232.46","233.30","228.76","","-1.11%"
"07/29/2022","232.65","228.88","232.93","228.79","","2.25%"
"07/28/2022","227.54","224.36","227.54","224.36","","2.19%"
"07/27/2022","222.66","222.72","224.38","221.80","","0.45%"
"07/26/2022","221.67","224.45","225.47","221.62","","-1.30%"
"07/25/2022","224.60","225.32","226.26","223.82","","-0.65%"
"07/22/2022","226.06","223.34","227.00","222.32","","1.07%"
"07/21/2022","223.66","220.12","223.95","219.02","","1.35%"
"07/20/2022","220.67","221.32","222.77","219.52","","-0.02%"
"07/19/2022","220.72","216.38","220.91","214.81","","1.34%"
"07/18/2022","217.81","215.83","218.38","215.12","","1.74%"
"07/15/2022","214.09","213.02","214.15","210.33","","0.67%"
"07/14/2022","212.66","215.42","215.51","210.61","","-1.56%"
"07/13/2022","216.02","219.29","219.31","214.08","","-1.92%"
"07/12/2022","220.26","214.82","220.26","213.50","","1.68%"
"07/11/2022","216.62","216.56","218.51","215.62","","-1.54%"
"07/08/2022","220.00","218.45","220.00","216.83","","0.65%"
"07/07/2022","218.57","215.46","218.97","214.45","","2.31%"
"07/06/2022","213.63","210.12","214.04","209.95","","3.04%"
"07/05/2022","207.33","210.93","212.07","206.15","","-0.94%"
"07/04/2022","209.29","210.96","210.96","208.53","","0.07%"
"07/01/2022","209.14","206.02","211.02","205.21","","0.76%"
"06/30/2022","207.56","208.94","209.26","205.61","","-1.87%"
"06/29/2022","211.51","211.24","212.65","209.88","","-0.78%"
"06/28/2022","213.17","215.53","216.64","212.99","","-0.81%"
"06/27/2022","214.91","212.68","215.80","212.68","","3.43%"
"06/23/2022","207.78","209.53","210.36","206.66","","-1.49%"
"06/22/2022","210.93","209.46","211.56","206.28","","-0.58%"
"06/21/2022","212.15","213.05","215.37","211.65","","0.17%"
"06/20/2022","211.79","211.23","212.93","210.15","","0.64%"
"06/17/2022","210.44","210.78","214.04","209.60","","0.10%"
"06/16/2022","210.22","217.18","217.53","209.21","","-3.48%"
"06/15/2022","217.80","217.71","218.93","215.33","","0.94%"
"06/14/2022","215.77","221.42","221.78","215.06","","-1.86%"
"06/13/2022","219.86","221.57","222.81","219.07","","-2.12%"
"06/10/2022","224.62","229.83","229.83","224.46","","-2.97%"
"06/09/2022","231.49","235.62","235.62","231.43","","-2.18%"
"06/08/2022","236.64","238.09","238.09","235.34","","-0.08%"
"06/07/2022","236.82","236.90","237.99","234.38","","0.26%"
"06/03/2022","236.20","239.35","239.53","236.02","","-0.54%"
"06/02/2022","237.49","234.36","237.87","234.32","","1.66%"
"06/01/2022","233.61","236.86","236.86","233.43","","-0.73%"
"05/31/2022","235.33","238.64","238.79","235.27","","-1.54%"
"05/30/2022","239.00","238.62","240.76","238.09","","1.06%"
"05/27/2022","236.50","231.36","236.80","231.36","","4.13%"
"05/25/2022","227.13","231.36","232.44","227.13","","-1.14%"
"05/24/2022","229.75","230.44","231.92","229.19","","-1.02%"
"05/23/2022","232.12","232.66","233.74","229.82","","1.09%"
"05/20/2022","229.61","230.84","232.93","229.04","","0.28%"
"05/19/2022","228.97","226.49","229.53","225.00","","-0.23%"
"05/18/2022","229.50","233.08","233.70","229.30","","-1.18%"
"05/17/2022","232.25","231.24","234.17","231.01","","1.21%"
"05/16/2022","229.47","228.92","231.29","227.85","","0.02%"
"05/13/2022","229.42","225.87","229.82","225.62","","2.36%"
"05/12/2022","224.14","221.00","224.58","219.70","","-0.42%"
"05/11/2022","225.08","220.86","225.08","220.40","","2.46%"
"05/10/2022","219.67","218.55","223.23","218.33","","1.38%"
"05/09/2022","216.67","221.79","222.83","216.65","","-3.22%"
"05/06/2022","223.87","226.63","227.20","221.35","","-1.80%"
"05/05/2022","227.97","234.17","235.41","227.73","","-1.19%"
"05/04/2022","230.71","233.95","233.95","230.47","","-1.46%"
"05/03/2022","234.13","235.64","235.88","232.78","","0.19%"
"05/02/2022","233.68","236.34","236.58","219.44","","-2.12%"
"04/29/2022","238.75","237.95","240.81","237.06","","1.05%"
"04/28/2022","236.27","238.57","239.44","234.82","","-0.11%"
"04/27/2022","236.54","233.82","238.17","232.78","","1.16%"
"04/26/2022","233.83","240.56","241.16","233.83","","-2.14%"
"04/25/2022","238.94","240.72","242.39","237.98","","-2.48%"
"04/22/2022","245.01","247.07","248.59","244.39","","-1.96%"
"04/21/2022","249.90","248.86","252.29","247.99","","0.56%"
"04/20/2022","248.51","247.95","250.36","247.20","","0.34%"
"04/19/2022","247.66","247.29","248.24","245.14","","-0.25%"
"04/14/2022","248.29","248.42","248.42","246.44","","0.04%"
"04/13/2022","248.18","247.95","249.00","245.69","","-0.13%"
"04/12/2022","248.50","245.62","249.29","243.98","","0.45%"
"04/11/2022","247.38","250.91","251.51","246.96","","-1.82%"
"04/08/2022","251.97","252.46","252.91","250.04","","0.59%"
"04/07/2022","250.49","250.50","253.20","249.10","","-0.03%"
"04/06/2022","250.57","255.77","255.77","248.31","","-1.94%"
"04/05/2022","255.54","256.26","258.65","254.86","","-0.20%"
"04/04/2022","256.05","254.10","256.56","250.87","","1.16%"
"04/01/2022","253.12","250.38","253.49","249.01","","0.98%"
"03/31/2022","250.67","253.97","254.07","250.44","","-0.95%"
"03/30/2022","253.07","254.18","254.18","249.68","","-0.76%"
"03/29/2022","255.00","251.24","255.90","251.15","","2.44%"
"03/28/2022","248.92","247.03","249.75","246.89","","1.09%"
"03/25/2022","246.23","247.57","249.96","245.41","","-0.73%"
"03/24/2022","248.04","251.53","251.88","247.46","","-1.42%"
"03/23/2022","251.61","256.33","256.33","250.07","","-1.46%"
"03/22/2022","255.35","256.02","256.60","254.15","","-0.20%"
"03/21/2022","255.87","255.72","256.63","253.86","","0.12%"
"03/18/2022","255.56","253.76","255.56","251.30","","1.08%"
"03/17/2022","252.83","254.11","256.00","251.39","","0.22%"
"03/16/2022","252.27","247.06","252.64","246.90","","4.42%"
"03/15/2022","241.59","242.17","242.95","237.66","","-1.20%"
"03/14/2022","244.53","242.26","247.36","241.63","","1.71%"
"03/11/2022","240.42","237.68","243.02","237.31","","1.81%"
"03/10/2022","236.14","239.52","239.52","234.53","","-0.58%"
"03/09/2022","237.51","233.58","237.61","232.21","","4.03%"
"03/08/2022","228.31","225.77","234.71","225.77","","-0.33%"
"03/07/2022","229.07","223.56","233.53","220.08","","-0.33%"
"03/04/2022","229.82","234.76","236.38","229.43","","-3.02%"
"03/03/2022","236.98","242.14","243.71","236.54","","-2.45%"
"03/02/2022","242.94","239.28","244.18","236.31","","0.86%"
"03/01/2022","240.87","244.99","245.85","240.33","","-2.23%"
"02/28/2022","246.36","240.41","246.36","240.03","","0.63%"
"02/25/2022","244.82","241.35","245.16","237.86","","2.74%"
"02/24/2022","238.28","233.18","239.26","231.86","","-2.39%"
"02/23/2022","244.11","247.43","249.56","243.80","","-1.11%"
"02/22/2022","246.86","238.57","249.11","238.57","","0.80%"
"02/21/2022","244.91","251.27","251.61","243.10","","-2.21%"
"02/18/2022","250.45","254.88","255.01","249.59","","-1.96%"
"02/17/2022","255.45","260.89","261.54","254.93","","-1.92%"
"02/16/2022","260.45","262.93","263.31","259.43","","-0.58%"
"02/15/2022","261.96","255.71","262.29","255.71","","2.13%"
"02/14/2022","256.49","256.17","256.87","252.23","","-2.42%"
"02/11/2022","262.85","262.25","264.18","261.55","","-1.01%"
"02/10/2022","265.53","267.67","267.77","263.11","","-0.33%"
"02/09/2022","266.42","261.72","267.11","261.72","","2.42%"
"02/08/2022","260.12","260.92","262.65","258.74","","-0.63%"
"02/07/2022","261.78","261.92","262.42","258.99","","0.68%"
"02/04/2022","260.00","266.32","266.61","259.84","","-1.63%"
"02/03/2022","264.31","269.32","269.32","264.20","","-2.09%"
"02/02/2022","269.95","270.48","270.76","269.50","","0.75%"
"02/01/2022","267.93","267.02","268.78","266.36","","1.38%"
"01/31/2022","264.27","263.98","265.45","262.53","","1.63%"
"01/28/2022","260.03","261.04","261.04","255.87","","-0.43%"
"01/27/2022","261.15","258.62","263.12","258.31","","-0.87%"
"01/26/2022","263.45","259.62","264.38","259.62","","2.22%"
"01/25/2022","257.73","260.04","261.40","256.52","","0.27%"
"01/24/2022","257.04","266.63","267.06","255.03","","-4.41%"
"01/21/2022","268.89","270.60","271.55","266.53","","-2.06%"
"01/20/2022","274.54","273.57","274.94","270.27","","1.02%"
"01/19/2022","271.77","267.92","274.57","267.64","","0.59%"
"01/18/2022","270.18","274.32","274.32","268.90","","-2.02%"
"01/17/2022","275.74","277.01","277.05","273.83","","0.07%"
"01/14/2022","275.55","279.14","279.52","275.30","","-2.30%"
"01/13/2022","282.03","282.20","283.63","280.61","","-0.22%"
"01/12/2022","282.64","282.46","283.37","279.05","","1.00%"
"01/11/2022","279.83","279.66","280.69","277.88","","0.88%"
"01/10/2022","277.40","287.72","287.94","276.52","","-3.10%"
"01/07/2022","286.26","291.18","291.18","285.01","","-2.60%"
"01/05/2022","293.91","295.64","296.21","293.91","","-0.54%"
"01/04/2022","295.50","296.97","297.23","295.11","","0.09%"
"01/03/2022","295.24","294.05","296.71","294.02","","0.69%"
"12/30/2021","293.23","292.87","293.84","292.50","","0.08%"
"12/29/2021","292.99","293.28","293.82","291.87","","-0.05%"
"12/28/2021","293.13","292.09","293.80","292.05","","0.57%"
"12/27/2021","291.47","287.62","291.86","287.47","","1.22%"
"12/23/2021","287.97","284.17","287.97","284.17","","1.59%"
"12/22/2021","283.46","282.37","283.46","281.29","","0.71%"
"12/21/2021","281.45","279.72","281.58","279.56","","1.53%"
"12/20/2021","277.20","274.22","278.20","274.12","","-1.00%"
"12/17/2021","279.99","279.82","280.69","277.25","","-0.28%"
"12/16/2021","280.78","282.97","282.97","280.46","","0.96%"
"12/15/2021","278.12","277.57","279.01","276.66","","0.35%"
"12/14/2021","277.14","282.30","283.27","276.73","","-1.52%"
"12/13/2021","281.42","283.64","286.06","281.28","","-0.43%"
"12/10/2021","282.64","282.87","284.26","282.26","","-0.69%"
"12/09/2021","284.59","285.60","286.17","283.82","","0.13%"
"12/08/2021","284.22","285.00","287.61","283.76","","-0.28%"
"12/07/2021","285.02","279.87","285.28","279.87","","2.69%"
"12/06/2021","277.55","278.57","278.87","274.75","","0.61%"
"12/03/2021","275.86","281.58","281.94","275.55","","-1.36%"
"12/02/2021","279.65","279.84","281.38","276.85","","-1.30%"
"12/01/2021","283.34","280.12","283.44","278.63","","1.77%"
"11/30/2021","278.40","277.31","282.51","275.79","","-0.79%"
"11/29/2021","280.63","279.63","282.06","278.64","","1.43%"
"11/26/2021","276.67","278.04","280.63","276.61","","-3.44%"
"11/25/2021","286.52","286.13","287.78","285.12","","0.53%"
"11/24/2021","285.00","285.26","287.11","283.14","","0.08%"
"11/23/2021","284.77","288.20","288.20","284.48","","-2.02%"
"11/22/2021","290.63","292.68","293.24","290.63","","-0.42%"
"11/19/2021","291.85","292.22","293.39","290.20","","0.22%"
"11/18/2021","291.22","292.26","292.99","290.61","","-0.33%"
"11/17/2021","292.19","291.61","293.13","291.22","","-0.09%"
"11/16/2021","292.45","291.34","292.93","289.92","","0.62%"
"11/15/2021","290.66","288.32","290.68","288.30","","0.59%"
"11/12/2021","288.95","285.10","289.03","285.10","","1.59%"
"11/11/2021","284.43","281.51","284.58","281.23","","0.85%"
"11/10/2021","282.03","281.95","282.40","279.91","","0.10%"
"11/09/2021","281.75","281.15","282.95","280.81","","0.01%"
"11/08/2021","281.73","280.94","281.88","280.26","","0.12%"
"11/05/2021","281.39","280.68","282.35","280.65","","0.05%"
"11/04/2021","281.24","279.97","281.24","278.82","","0.99%"
"11/03/2021","278.48","276.08","278.48","275.42","","0.81%"
"11/02/2021","276.24","274.62","276.34","273.78","","0.40%"
"11/01/2021","275.14","275.52","276.02","274.72","","0.40%"
"10/29/2021","274.04","275.46","275.76","272.27","","-1.01%"
"10/28/2021","276.84","274.98","276.84","274.98","","0.19%"
"10/27/2021","276.31","276.42","277.56","276.07","","-0.49%"
"10/26/2021","277.67","275.91","278.60","275.84","","0.52%"
"10/25/2021","276.24","277.93","277.93","275.53","","-0.41%"
"10/22/2021","277.37","274.96","277.52","273.60","","0.89%"
"10/21/2021","274.92","271.78","275.07","271.38","","0.58%"
"10/20/2021","273.34","271.78","273.34","270.57","","0.21%"
"10/19/2021","272.78","272.03","273.05","271.50","","0.60%"
"10/18/2021","271.14","270.81","272.41","269.53","","-0.04%"
"10/15/2021","271.26","269.92","271.34","268.92","","0.93%"
"10/14/2021","268.75","267.54","268.84","267.04","","1.04%"
"10/13/2021","265.98","261.69","266.36","260.61","","1.49%"
"10/12/2021","262.07","256.40","262.19","255.84","","1.14%"
"10/11/2021","259.11","259.11","259.15","256.72","","-0.39%"
"10/08/2021","260.13","262.76","262.85","259.61","","-0.96%"
"10/07/2021","262.66","261.17","262.97","260.12","","1.67%"
"10/06/2021","258.34","260.03","260.03","256.07","","-1.39%"
"10/05/2021","261.98","259.37","261.98","258.09","","1.10%"
"10/04/2021","259.13","260.62","261.72","258.84","","-1.11%"
"10/01/2021","262.04","257.98","262.43","257.34","","-0.14%"
"09/30/2021","262.41","263.43","264.84","261.16","","0.38%"
"09/29/2021","261.42","262.71","264.24","261.16","","-0.04%"
"09/28/2021","261.53","267.06","267.06","261.14","","-2.38%"
"09/27/2021","267.91","271.71","272.02","267.57","","-0.70%"
"09/24/2021","269.79","272.21","272.21","268.89","","-1.23%"
"09/23/2021","273.14","271.53","273.19","270.79","","1.63%"
"09/22/2021","268.75","268.49","268.97","266.95","","0.93%"
"09/21/2021","266.27","266.38","268.34","265.98","","0.01%"
"09/20/2021","266.24","270.15","270.16","264.83","","-2.68%"
"09/17/2021","273.58","277.99","278.21","273.46","","-0.99%"
"09/16/2021","276.32","274.46","277.06","274.46","","0.92%"
"09/15/2021","273.80","275.97","276.33","273.18","","-0.85%"
"09/14/2021","276.15","275.47","276.21","274.16","","0.41%"
"09/13/2021","275.02","277.67","277.92","274.92","","-0.71%"
"09/10/2021","277.00","278.04","278.57","276.79","","-0.11%"
"09/09/2021","277.30","274.18","278.65","274.18","","0.31%"
"09/08/2021","276.44","278.08","278.08","275.69","","-1.50%"
"09/07/2021","280.66","282.28","282.60","279.78","","-0.68%"
"09/06/2021","282.59","280.93","282.99","280.87","","0.66%"
"09/03/2021","280.73","282.55","283.28","280.57","","-0.72%"
"09/02/2021","282.78","280.56","283.00","280.56","","1.00%"
"09/01/2021","279.97","281.14","281.38","278.95","","0.29%"
"08/31/2021","279.17","281.75","281.81","278.60","","-0.69%"
"08/30/2021","281.10","280.87","281.98","280.09","","0.26%"
"08/27/2021","280.38","278.93","280.54","278.71","","0.39%"
"08/26/2021","279.28","278.24","279.61","278.09","","-0.13%"
"08/25/2021","279.63","279.07","279.93","278.91","","0.11%"
"08/24/2021","279.33","281.16","281.16","278.11","","-0.37%"
"08/23/2021","280.37","281.44","281.73","278.34","","0.33%"
"08/20/2021","279.44","276.05","279.97","274.47","","1.20%"
"08/19/2021","276.12","277.69","278.88","273.96","","-1.66%"
"08/18/2021","280.77","281.71","282.82","280.40","","-0.23%"
"08/17/2021","281.42","279.77","281.70","279.08","","0.33%"
"08/16/2021","280.50","282.50","282.50","279.73","","-1.26%"
"08/13/2021","284.08","283.91","284.56","283.80","","0.09%"
"08/12/2021","283.83","283.78","284.17","282.71","","0.00%"
"08/11/2021","283.82","283.49","284.12","282.28","","0.34%"
"08/10/2021","282.85","281.79","283.18","281.79","","0.43%"
"08/09/2021","281.63","281.08","281.77","279.71","","-0.13%"
"08/06/2021","281.99","284.30","284.33","281.95","","-0.80%"
"08/05/2021","284.26","283.92","285.62","283.92","","0.10%"
"08/04/2021","283.98","282.60","284.36","282.44","","0.92%"
"08/03/2021","281.40","280.85","281.76","280.16","","0.18%"
"08/02/2021","280.90","280.08","281.14","279.64","","0.76%"
"07/30/2021","278.78","277.69","279.20","276.47","","-0.29%"
"07/29/2021","279.58","280.20","280.20","279.00","","0.20%"
"07/28/2021","279.01","278.50","279.21","277.84","","0.23%"
"07/27/2021","278.38","278.70","279.53","277.31","","-0.47%"
"07/26/2021","279.70","279.05","280.36","279.05","","-0.01%"
"07/23/2021","279.74","277.59","279.74","276.97","","1.30%"
"07/22/2021","276.15","274.37","276.41","273.93","","1.43%"
"07/21/2021","272.26","269.48","272.53","269.48","","1.70%"
"07/20/2021","267.72","267.19","268.48","265.21","","0.56%"
"07/19/2021","266.22","270.15","270.25","265.47","","-2.00%"
"07/16/2021","271.66","272.59","272.99","270.84","","0.00%"
"07/15/2021","271.67","272.53","273.87","271.06","","-0.52%"
"07/14/2021","273.10","272.25","273.11","271.37","","0.01%"
"07/13/2021","273.06","271.88","273.50","271.19","","0.43%"
"07/12/2021","271.89","269.71","271.99","268.94","","1.09%"
"07/09/2021","268.96","267.28","269.06","266.77","","1.20%"
"07/08/2021","265.77","268.42","269.23","264.56","","-1.44%"
"07/07/2021","269.65","266.35","269.65","266.35","","1.75%"
"07/06/2021","265.00","265.29","267.44","264.21","","-0.02%"
"07/05/2021","265.04","263.66","265.04","262.39","","0.45%"
"07/02/2021","263.85","262.49","264.45","262.49","","0.87%"
"07/01/2021","261.57","261.24","262.08","259.40","","0.62%"
"06/30/2021","259.96","261.99","262.65","258.79","","-0.98%"
"06/29/2021","262.52","259.72","262.61","259.72","","1.10%"
"06/28/2021","259.67","261.03","261.66","259.34","","-0.40%"
"06/24/2021","260.71","257.76","260.84","257.76","","1.31%"
"06/23/2021","257.35","260.78","261.06","257.19","","-1.08%"
"06/22/2021","260.16","260.37","260.57","258.25","","0.16%"
"06/21/2021","259.74","257.19","260.32","256.36","","0.34%"
"06/18/2021","258.85","261.03","263.14","258.65","","-0.96%"
"06/17/2021","261.37","261.84","262.85","260.62","","-0.77%"
"06/16/2021","263.39","263.35","263.96","261.98","","0.13%"
"06/15/2021","263.04","264.40","265.03","262.84","","-0.27%"
"06/14/2021","263.75","264.08","265.63","262.70","","0.21%"
"06/11/2021","263.21","262.34","263.52","261.91","","0.32%"
"06/10/2021","262.37","262.39","262.78","261.00","","-0.06%"
"06/09/2021","262.53","262.78","262.86","261.52","","-0.02%"
"06/08/2021","262.57","260.94","263.24","260.94","","0.36%"
"06/07/2021","261.64","261.43","262.61","261.30","","-0.10%"
"06/04/2021","261.89","261.40","263.14","260.91","","0.08%"
"06/03/2021","261.69","261.28","261.71","259.27","","0.09%"
"06/02/2021","261.46","261.70","262.70","260.70","","0.02%"
"06/01/2021","261.41","259.70","262.14","259.53","","1.10%"
"05/31/2021","258.56","259.36","260.24","258.53","","-0.28%"
"05/28/2021","259.29","257.49","259.64","257.33","","0.75%"
"05/27/2021","257.35","255.57","257.78","255.46","","0.73%"
"05/26/2021","255.48","257.69","258.30","254.94","","-0.66%"
"05/25/2021","257.19","257.20","258.57","257.06","","0.14%"
"05/24/2021","256.84","256.42","257.10","255.76","","0.36%"
"05/21/2021","255.92","256.59","256.68","254.39","","0.16%"
"05/20/2021","255.51","252.43","255.54","251.66","","1.76%"
"05/19/2021","251.09","253.32","253.62","249.95","","-1.93%"
"05/18/2021","256.02","255.11","256.07","254.77","","1.06%"
"05/17/2021","253.34","255.67","255.95","252.39","","-0.90%"
"05/14/2021","255.65","254.51","255.66","252.41","","1.22%"
"05/12/2021","252.57","250.82","253.62","250.82","","0.65%"
"05/11/2021","250.95","256.10","256.10","250.08","","-2.87%"
"05/10/2021","258.37","258.77","258.77","256.78","","0.14%"
"05/07/2021","258.00","258.09","258.17","256.52","","0.86%"
"05/06/2021","255.79","256.58","256.89","253.79","","-0.54%"
"05/05/2021","257.19","252.92","257.19","252.92","","2.50%"
"05/04/2021","250.92","256.59","256.59","250.73","","-1.88%"
"05/03/2021","255.74","254.67","256.23","253.68","","0.67%"
"04/30/2021","254.05","256.66","257.09","254.05","","-0.83%"
"04/29/2021","256.17","257.65","258.66","255.85","","-0.14%"
"04/28/2021","256.52","258.96","259.10","254.84","","-1.05%"
"04/27/2021","259.24","258.54","259.24","257.13","","0.42%"
"04/26/2021","258.15","258.53","258.67","257.19","","0.16%"
"04/23/2021","257.75","256.18","257.78","256.18","","0.22%"
"04/22/2021","257.18","256.92","257.54","256.04","","0.48%"
"04/21/2021","255.96","255.06","256.17","254.07","","0.74%"
"04/20/2021","254.07","258.86","259.65","253.48","","-2.09%"
"04/19/2021","259.49","261.61","262.31","259.32","","-0.81%"
"04/16/2021","261.61","257.74","261.61","257.34","","1.49%"
"04/15/2021","257.77","256.41","257.97","256.41","","0.76%"
"04/14/2021","255.82","257.65","257.65","255.56","","-0.64%"
"04/13/2021","257.47","255.64","257.47","255.27","","0.86%"
"04/12/2021","255.27","256.13","256.42","254.80","","-0.61%"
"04/09/2021","256.84","255.82","256.84","255.11","","0.56%"
"04/08/2021","255.40","254.92","256.12","254.80","","0.58%"
"04/07/2021","253.92","253.81","254.03","252.68","","0.15%"
"04/06/2021","253.53","252.63","253.53","252.06","","1.26%"
"04/01/2021","250.37","248.83","250.51","248.51","","0.59%"
"03/31/2021","248.91","249.03","250.13","248.44","","-0.30%"
"03/30/2021","249.65","247.61","249.65","247.27","","1.10%"
"03/29/2021","246.94","248.45","249.22","246.75","","-0.69%"
"03/26/2021","248.65","247.07","248.65","247.07","","0.93%"
"03/25/2021","246.36","246.07","247.75","244.27","","-0.42%"
"03/24/2021","247.40","244.49","247.60","244.49","","0.61%"
"03/23/2021","245.89","245.71","246.45","243.85","","-0.20%"
"03/22/2021","246.38","244.97","246.77","243.85","","0.25%"
"03/19/2021","245.77","244.79","246.79","244.29","","-0.31%"
"03/18/2021","246.54","246.92","247.52","245.41","","0.22%"
"03/17/2021","246.01","247.15","247.66","245.65","","-0.72%"
"03/16/2021","247.79","246.67","248.34","246.67","","1.03%"
"03/15/2021","245.27","246.60","247.94","245.09","","-0.26%"
"03/12/2021","245.92","245.10","245.92","244.27","","-0.14%"
"03/11/2021","246.27","243.20","246.27","243.18","","1.69%"
"03/10/2021","242.18","240.84","242.57","239.84","","0.45%"
"03/09/2021","241.10","238.19","241.10","237.58","","1.16%"
"03/08/2021","238.34","234.93","238.60","234.30","","2.09%"
"03/05/2021","233.47","234.24","235.68","232.86","","-0.90%"
"03/04/2021","235.59","235.69","236.51","234.57","","-0.59%"
"03/03/2021","236.99","237.53","238.20","235.22","","0.21%"
"03/02/2021","236.49","235.11","237.18","234.62","","0.59%"
"03/01/2021","235.10","232.23","235.10","232.23","","2.29%"
"02/26/2021","229.83","228.89","231.53","227.94","","-1.19%"
"02/25/2021","232.60","233.52","234.12","232.18","","0.16%"
"02/24/2021","232.22","229.95","232.90","229.95","","0.83%"
"02/23/2021","230.30","232.83","233.14","227.48","","-0.95%"
"02/22/2021","232.50","232.67","232.97","231.28","","-0.41%"
"02/19/2021","233.46","231.47","233.46","231.06","","1.12%"
"02/18/2021","230.88","232.09","232.81","230.07","","-0.41%"
"02/17/2021","231.82","233.34","233.81","231.46","","-0.88%"
"02/16/2021","233.87","234.35","234.71","233.72","","-0.30%"
"02/15/2021","234.57","233.85","234.72","233.14","","0.77%"
"02/12/2021","232.77","231.18","232.84","231.09","","0.56%"
"02/11/2021","231.48","230.36","231.48","229.70","","0.78%"
"02/10/2021","229.69","230.29","231.12","228.49","","-0.13%"
"02/09/2021","229.98","230.93","230.93","229.00","","-0.45%"
"02/08/2021","231.01","230.95","231.52","230.65","","0.50%"
"02/05/2021","229.87","232.19","232.19","229.58","","-0.86%"
"02/04/2021","231.86","231.72","232.06","230.80","","0.28%"
"02/03/2021","231.22","232.12","232.20","230.57","","0.38%"
"02/02/2021","230.35","229.33","230.69","229.13","","1.01%"
"02/01/2021","228.04","224.86","228.04","224.86","","1.86%"
"01/29/2021","223.88","224.52","226.85","223.45","","-1.12%"
"01/28/2021","226.42","225.22","227.03","221.11","","-0.05%"
"01/27/2021","226.54","228.71","229.32","224.78","","-0.99%"
"01/26/2021","228.80","226.59","229.88","226.59","","1.19%"
"01/25/2021","226.12","229.00","229.28","225.69","","-0.90%"
"01/22/2021","228.17","227.93","228.17","226.81","","-0.14%"
"01/21/2021","228.49","229.09","229.53","227.78","","0.42%"
"01/20/2021","227.54","226.59","228.19","226.36","","0.91%"
"01/19/2021","225.48","226.56","226.86","225.16","","0.06%"
"01/18/2021","225.34","224.23","225.40","224.23","","0.40%"
"01/15/2021","224.44","226.33","226.66","223.75","","-1.02%"
"01/14/2021","226.76","225.65","226.76","225.65","","0.58%"
"01/13/2021","225.45","224.69","225.67","224.01","","0.44%"
"01/12/2021","224.47","223.68","224.89","223.23","","0.65%"
"01/11/2021","223.03","224.83","225.29","222.88","","-0.76%"
"01/08/2021","224.74","224.54","225.47","224.05","","0.73%"
"01/07/2021","223.11","222.74","223.36","221.60","","1.82%"
"01/05/2021","219.12","218.78","220.47","218.78","","-0.18%"
"01/04/2021","219.52","219.29","221.26","218.91","","0.89%"
"12/30/2020","217.58","219.25","219.68","217.58","","-0.86%"
"12/29/2020","219.47","218.58","220.38","218.58","","0.69%"
"12/28/2020","217.97","216.57","218.07","215.95","","1.06%"
"12/23/2020","215.69","214.78","215.69","214.40","","0.52%"
"12/22/2020","214.58","212.98","214.66","212.98","","0.94%"
"12/21/2020","212.59","213.94","214.35","211.26","","-1.97%"
"12/18/2020","216.87","216.60","218.16","216.52","","0.05%"
"12/17/2020","216.77","217.81","218.04","216.45","","-0.04%"
"12/16/2020","216.85","216.98","218.09","215.45","","0.20%"
"12/15/2020","216.41","215.69","217.32","215.03","","-0.01%"
