"Date","Price","Open","High","Low","Vol.","Change %"
"08/11/2016","147.44","146.71","147.44","146.02","","0.66%"
"08/10/2016","146.47","146.35","146.71","146.29","","-0.33%"
"08/09/2016","146.96","144.32","146.96","144.20","","1.76%"
"08/08/2016","144.42","144.27","144.71","144.11","","0.36%"
"08/05/2016","143.90","142.65","144.10","142.65","","1.02%"
"08/04/2016","142.45","141.66","142.45","141.44","","1.01%"
"08/03/2016","141.03","142.06","142.06","140.60","","-0.56%"
"08/02/2016","141.82","143.81","143.84","141.66","","-1.38%"
"08/01/2016","143.81","145.26","145.32","143.34","","-0.45%"
"07/29/2016","144.46","144.46","144.71","143.96","","0.34%"
"07/28/2016","143.97","144.45","145.09","143.92","","-0.41%"
"07/27/2016","144.56","144.70","145.17","144.47","","0.40%"
"07/26/2016","143.98","144.39","144.58","143.36","","-0.19%"
"07/25/2016","144.26","143.76","145.15","143.76","","0.71%"
"07/22/2016","143.24","143.43","143.76","142.90","","-0.31%"
"07/21/2016","143.69","144.46","144.60","142.95","","-0.42%"
"07/20/2016","144.30","143.43","144.30","143.18","","1.02%"
"07/19/2016","142.84","142.51","143.27","141.80","","0.26%"
"07/18/2016","142.47","142.58","143.40","141.84","","-0.14%"
"07/15/2016","142.67","141.94","143.03","141.83","","0.42%"
"07/14/2016","142.07","141.80","142.48","141.50","","0.49%"
"07/13/2016","141.38","140.95","142.02","140.81","","0.22%"
"07/12/2016","141.07","140.56","141.55","140.41","","0.31%"
"07/11/2016","140.64","138.86","140.74","138.86","","1.83%"
"07/08/2016","138.11","135.69","138.11","135.60","","1.59%"
"07/07/2016","135.95","134.75","136.73","134.75","","1.48%"
"07/06/2016","133.97","135.04","135.72","133.20","","-1.41%"
"07/05/2016","135.89","137.84","137.84","135.63","","-1.56%"
"07/04/2016","138.04","139.87","140.00","137.96","","-1.00%"
"07/01/2016","139.44","138.65","139.55","137.96","","1.38%"
"06/30/2016","137.54","136.52","137.64","135.42","","1.05%"
"06/29/2016","136.11","134.48","136.11","133.39","","2.35%"
"06/28/2016","132.98","132.47","134.00","132.39","","2.32%"
"06/27/2016","129.96","132.86","134.37","129.51","","-8.03%"
"06/23/2016","141.30","140.31","141.77","139.94","","1.20%"
"06/22/2016","139.63","139.63","140.71","139.09","","0.00%"
"06/21/2016","139.63","138.78","139.79","138.19","","0.48%"
"06/20/2016","138.96","137.35","138.96","137.24","","3.12%"
"06/17/2016","134.76","133.53","134.87","133.53","","1.47%"
"06/16/2016","132.81","133.56","134.00","132.16","","-1.89%"
"06/15/2016","135.37","133.78","135.63","133.78","","1.80%"
"06/14/2016","132.98","134.10","134.28","132.56","","-1.62%"
"06/13/2016","135.17","137.14","137.14","134.81","","-1.64%"
"06/10/2016","137.42","140.18","140.20","137.26","","-2.19%"
"06/09/2016","140.49","142.03","142.03","140.37","","-1.09%"
"06/08/2016","142.04","141.93","142.39","141.76","","-0.27%"
"06/07/2016","142.43","141.80","142.44","141.53","","1.48%"
"06/03/2016","140.35","141.81","142.56","139.71","","-0.95%"
"06/02/2016","141.69","141.65","141.89","141.11","","0.20%"
"06/01/2016","141.41","142.45","142.45","141.01","","-0.92%"
"05/31/2016","142.72","143.40","143.61","142.72","","-0.48%"
"05/30/2016","143.41","143.17","143.56","142.83","","0.19%"
"05/27/2016","143.14","142.74","143.38","142.42","","0.13%"
"05/26/2016","142.95","142.02","142.95","141.87","","0.58%"
"05/25/2016","142.13","142.08","142.46","141.80","","0.62%"
"05/24/2016","141.26","139.03","141.35","138.71","","1.07%"
"05/23/2016","139.77","140.02","140.11","138.97","","-0.07%"
"05/20/2016","139.87","138.63","139.87","138.63","","1.49%"
"05/19/2016","137.82","138.96","139.07","137.82","","-1.27%"
"05/18/2016","139.59","138.29","139.59","137.93","","0.48%"
"05/17/2016","138.92","139.25","140.32","138.52","","-0.22%"
"05/16/2016","139.22","137.40","139.23","137.14","","0.77%"
"05/13/2016","138.15","136.48","138.26","136.24","","0.94%"
"05/12/2016","136.87","137.47","138.66","136.81","","-0.88%"
"05/11/2016","138.08","138.98","139.13","137.67","","-0.43%"
"05/10/2016","138.67","139.23","139.66","138.37","","0.18%"
"05/09/2016","138.42","137.65","139.17","137.23","","1.27%"
"05/06/2016","136.68","136.79","137.20","135.94","","-0.50%"
"05/04/2016","137.36","138.15","138.61","137.24","","-0.96%"
"05/03/2016","138.69","140.19","140.19","137.84","","-1.07%"
"05/02/2016","140.19","140.81","141.19","139.96","","-0.44%"
"04/29/2016","140.81","142.47","142.47","140.52","","-1.90%"
"04/28/2016","143.53","142.91","143.64","141.29","","0.08%"
"04/27/2016","143.42","143.53","144.17","142.92","","-0.08%"
"04/26/2016","143.54","143.62","144.38","143.23","","0.15%"
"04/25/2016","143.33","143.92","144.23","142.85","","-0.29%"
"04/22/2016","143.75","144.87","144.90","143.51","","-1.01%"
"04/21/2016","145.22","146.22","146.34","144.52","","-0.60%"
"04/20/2016","146.10","144.91","146.10","144.87","","0.49%"
"04/19/2016","145.39","143.24","145.64","143.20","","2.00%"
"04/18/2016","142.54","141.46","142.94","140.92","","0.04%"
"04/15/2016","142.49","142.78","142.97","142.38","","-0.25%"
"04/14/2016","142.84","143.74","144.01","142.60","","-0.56%"
"04/13/2016","143.64","142.49","143.82","142.46","","1.61%"
"04/12/2016","141.37","141.55","141.55","140.20","","-0.18%"
"04/11/2016","141.62","140.94","142.21","140.25","","0.23%"
"04/08/2016","141.30","138.85","141.30","138.84","","2.29%"
"04/07/2016","138.14","139.82","139.84","138.13","","-1.38%"
"04/06/2016","140.07","138.80","140.07","137.82","","1.10%"
"04/05/2016","138.55","139.93","139.93","137.77","","-1.74%"
"04/04/2016","141.01","140.74","141.88","140.20","","0.10%"
"04/01/2016","140.87","140.28","141.05","139.41","","-0.47%"
"03/31/2016","141.53","141.80","141.88","141.12","","-0.62%"
"03/30/2016","142.41","140.51","143.04","140.51","","2.09%"
"03/29/2016","139.50","139.77","140.41","138.72","","0.11%"
"03/24/2016","139.35","140.32","140.46","139.35","","-1.27%"
"03/23/2016","141.14","141.99","142.23","140.66","","-0.56%"
"03/22/2016","141.94","141.04","141.94","139.29","","0.35%"
"03/21/2016","141.45","141.52","142.59","141.18","","-0.72%"
"03/18/2016","142.48","142.37","142.48","140.81","","0.15%"
"03/17/2016","142.27","143.45","143.45","139.72","","-0.22%"
"03/16/2016","142.59","143.89","144.14","142.08","","-0.52%"
"03/15/2016","143.33","144.26","144.26","143.27","","-1.12%"
"03/14/2016","144.96","145.04","145.53","144.11","","0.47%"
"03/11/2016","144.28","143.02","144.34","142.90","","2.20%"
"03/10/2016","141.18","142.33","144.89","141.18","","-0.87%"
"03/09/2016","142.42","141.52","142.76","141.27","","0.55%"
"03/08/2016","141.64","142.20","142.54","141.27","","-0.65%"
"03/07/2016","142.57","142.98","143.22","141.79","","-0.41%"
"03/04/2016","143.15","142.32","143.71","141.86","","1.04%"
"03/03/2016","141.67","141.98","142.16","141.31","","0.16%"
"03/02/2016","141.44","143.09","143.49","140.52","","-0.68%"
"03/01/2016","142.41","140.11","142.43","139.39","","1.29%"
"02/29/2016","140.60","139.94","140.76","138.10","","0.23%"
"02/26/2016","140.28","140.68","141.00","139.68","","0.68%"
"02/25/2016","139.33","137.82","139.33","137.22","","2.24%"
"02/24/2016","136.28","139.98","139.98","135.97","","-2.48%"
"02/23/2016","139.74","141.04","141.53","139.74","","-1.29%"
"02/22/2016","141.56","140.07","141.59","140.07","","2.04%"
"02/19/2016","138.73","139.23","140.09","138.17","","-0.53%"
"02/18/2016","139.47","140.66","140.74","138.90","","-0.26%"
"02/17/2016","139.83","136.41","139.83","136.10","","3.37%"
"02/16/2016","135.27","136.99","137.33","134.78","","-0.51%"
"02/15/2016","135.96","134.33","135.96","134.01","","3.53%"
"02/12/2016","131.32","128.77","131.32","128.77","","2.83%"
