"Date","Price","Open","High","Low","Vol.","Change %"
"03/15/2023","1,333.48","1,366.44","1,368.39","1,333.25","","-2.47%"
"03/14/2023","1,367.30","1,342.25","1,367.79","1,341.84","","1.58%"
"03/13/2023","1,345.97","1,368.61","1,368.61","1,328.04","","-1.78%"
"03/10/2023","1,370.30","1,377.28","1,377.28","1,360.17","","-1.38%"
"03/09/2023","1,389.51","1,386.00","1,389.58","1,375.85","","0.42%"
"03/08/2023","1,383.70","1,379.23","1,383.73","1,375.13","","0.17%"
"03/07/2023","1,381.40","1,390.77","1,395.03","1,377.89","","-0.87%"
"03/06/2023","1,393.46","1,391.72","1,400.63","1,388.54","","0.19%"
"03/03/2023","1,390.78","1,381.32","1,390.78","1,380.27","","0.82%"
"03/02/2023","1,379.45","1,375.34","1,380.97","1,369.62","","0.15%"
"03/01/2023","1,377.42","1,368.05","1,382.65","1,366.63","","0.61%"
"02/28/2023","1,369.10","1,371.80","1,373.51","1,361.02","","-0.27%"
"02/27/2023","1,372.75","1,358.53","1,374.05","1,358.53","","1.42%"
"02/24/2023","1,353.52","1,356.30","1,369.71","1,347.61","","0.14%"
"02/23/2023","1,351.61","1,350.92","1,358.98","1,347.99","","0.39%"
"02/22/2023","1,346.38","1,353.89","1,356.00","1,338.04","","-0.82%"
"02/21/2023","1,357.51","1,367.95","1,368.58","1,355.85","","-0.87%"
"02/20/2023","1,369.42","1,372.17","1,377.61","1,365.63","","0.06%"
"02/17/2023","1,368.57","1,372.74","1,372.74","1,361.89","","-0.09%"
"02/16/2023","1,369.78","1,372.66","1,382.93","1,364.01","","-0.09%"
"02/15/2023","1,371.00","1,363.40","1,373.72","1,362.68","","-0.08%"
"02/14/2023","1,372.15","1,380.57","1,383.09","1,366.27","","0.29%"
"02/13/2023","1,368.23","1,360.18","1,369.86","1,357.66","","0.81%"
"02/10/2023","1,357.29","1,374.83","1,374.83","1,351.63","","-0.91%"
"02/09/2023","1,369.76","1,384.17","1,384.17","1,366.84","","-0.87%"
"02/08/2023","1,381.78","1,393.10","1,394.23","1,380.63","","-0.36%"
"02/07/2023","1,386.76","1,383.21","1,392.08","1,381.64","","0.32%"
"02/06/2023","1,382.38","1,390.55","1,390.55","1,372.99","","-0.64%"
"02/03/2023","1,391.31","1,392.96","1,393.17","1,381.25","","-0.10%"
"02/02/2023","1,392.67","1,377.67","1,392.67","1,377.67","","1.15%"
"02/01/2023","1,376.78","1,377.79","1,385.53","1,373.08","","0.10%"
"01/31/2023","1,375.39","1,375.93","1,378.58","1,369.83","","0.10%"
"01/30/2023","1,374.07","1,382.56","1,384.25","1,372.98","","-0.50%"
"01/27/2023","1,380.92","1,383.12","1,384.03","1,376.45","","-0.13%"
"01/26/2023","1,382.74","1,384.05","1,393.35","1,378.80","","0.04%"
"01/25/2023","1,382.14","1,390.86","1,399.96","1,377.34","","-0.97%"
"01/24/2023","1,395.72","1,407.79","1,408.00","1,391.16","","-0.90%"
"01/23/2023","1,408.33","1,401.08","1,410.70","1,401.08","","0.98%"
"01/20/2023","1,394.66","1,392.06","1,397.82","1,389.42","","0.35%"
"01/19/2023","1,389.79","1,401.72","1,407.44","1,383.71","","-0.78%"
"01/18/2023","1,400.77","1,394.19","1,411.32","1,390.09","","0.43%"
"01/17/2023","1,394.81","1,413.31","1,413.86","1,390.41","","-1.23%"
"01/16/2023","1,412.25","1,397.44","1,412.85","1,395.70","","1.60%"
"01/13/2023","1,390.07","1,376.05","1,390.07","1,370.22","","1.29%"
"01/12/2023","1,372.35","1,354.20","1,373.25","1,346.71","","1.63%"
"01/11/2023","1,350.34","1,350.51","1,354.56","1,347.51","","-0.04%"
"01/10/2023","1,350.94","1,341.58","1,351.17","1,337.57","","0.73%"
"01/09/2023","1,341.20","1,341.58","1,356.99","1,336.00","","0.85%"
"01/05/2023","1,329.87","1,322.63","1,330.75","1,312.06","","0.78%"
"01/04/2023","1,319.62","1,323.06","1,327.61","1,315.96","","0.26%"
"01/03/2023","1,316.17","1,306.05","1,326.94","1,306.05","","0.86%"
"01/02/2023","1,304.89","1,276.27","1,305.48","1,276.27","","2.74%"
"12/30/2022","1,270.06","1,271.30","1,274.09","1,265.90","","-0.23%"
"12/29/2022","1,272.94","1,254.79","1,272.94","1,250.47","","1.41%"
"12/28/2022","1,255.21","1,259.05","1,260.74","1,250.70","","-0.37%"
"12/27/2022","1,259.88","1,272.96","1,274.75","1,259.88","","-0.43%"
"12/23/2022","1,265.36","1,253.40","1,265.41","1,251.64","","0.77%"
"12/22/2022","1,255.67","1,265.67","1,267.66","1,249.93","","-0.51%"
"12/21/2022","1,262.14","1,250.57","1,263.00","1,248.75","","1.10%"
"12/20/2022","1,248.46","1,256.76","1,256.76","1,244.42","","-0.81%"
"12/19/2022","1,258.60","1,254.46","1,272.60","1,254.46","","0.28%"
"12/16/2022","1,255.11","1,274.34","1,274.55","1,254.62","","-1.32%"
"12/15/2022","1,271.95","1,285.75","1,291.05","1,271.07","","-1.61%"
"12/14/2022","1,292.81","1,289.83","1,294.35","1,283.43","","0.16%"
"12/13/2022","1,290.69","1,276.31","1,296.38","1,272.19","","1.67%"
"12/12/2022","1,269.46","1,280.22","1,282.51","1,265.69","","-1.10%"
"12/09/2022","1,283.56","1,278.17","1,286.17","1,275.88","","0.50%"
"12/08/2022","1,277.23","1,268.23","1,277.23","1,263.44","","0.71%"
"12/07/2022","1,268.20","1,277.28","1,277.28","1,267.73","","-0.81%"
"12/06/2022","1,278.50","1,299.20","1,302.38","1,277.38","","-1.67%"
"12/05/2022","1,300.18","1,291.68","1,302.05","1,291.02","","0.68%"
"12/02/2022","1,291.37","1,284.80","1,293.41","1,280.72","","0.57%"
"12/01/2022","1,284.01","1,280.65","1,285.90","1,279.07","","0.84%"
"11/30/2022","1,273.27","1,272.17","1,281.87","1,272.17","","0.16%"
"11/29/2022","1,271.21","1,277.28","1,278.81","1,271.21","","-0.33%"
"11/28/2022","1,275.42","1,274.30","1,281.95","1,269.39","","0.00%"
"11/25/2022","1,275.39","1,278.14","1,282.43","1,269.34","","0.16%"
"11/24/2022","1,273.38","1,277.08","1,279.01","1,271.00","","-0.18%"
"11/23/2022","1,275.68","1,263.28","1,277.00","1,262.84","","1.23%"
"11/22/2022","1,260.13","1,261.18","1,266.27","1,257.87","","0.03%"
"11/21/2022","1,259.79","1,262.92","1,269.33","1,258.06","","0.25%"
"11/18/2022","1,256.65","1,260.50","1,261.63","1,254.08","","-0.01%"
"11/17/2022","1,256.77","1,270.02","1,270.02","1,253.68","","-1.01%"
"11/16/2022","1,269.60","1,279.83","1,283.39","1,267.71","","-0.72%"
"11/15/2022","1,278.78","1,295.84","1,295.84","1,277.25","","-1.05%"
"11/14/2022","1,292.31","1,295.27","1,297.02","1,284.27","","0.06%"
"11/11/2022","1,291.57","1,293.38","1,294.03","1,280.34","","0.53%"
"11/10/2022","1,284.82","1,278.27","1,287.03","1,255.44","","0.30%"
"11/09/2022","1,281.01","1,291.79","1,293.08","1,268.02","","-0.61%"
"11/08/2022","1,288.90","1,294.58","1,298.88","1,280.78","","-0.26%"
"11/07/2022","1,292.28","1,298.36","1,298.69","1,287.41","","0.10%"
"11/04/2022","1,290.94","1,289.36","1,299.57","1,286.17","","0.57%"
"11/03/2022","1,283.64","1,284.89","1,287.16","1,269.95","","-0.20%"
"11/02/2022","1,286.21","1,274.26","1,288.10","1,273.12","","1.12%"
"11/01/2022","1,272.01","1,260.71","1,280.47","1,260.71","","1.03%"
"10/31/2022","1,259.04","1,257.96","1,262.69","1,252.78","","0.30%"
"10/28/2022","1,255.33","1,246.27","1,255.33","1,243.93","","0.93%"
"10/27/2022","1,243.77","1,239.60","1,253.27","1,236.69","","0.53%"
"10/26/2022","1,237.24","1,239.53","1,241.81","1,232.19","","-0.16%"
"10/25/2022","1,239.28","1,233.76","1,240.05","1,227.09","","0.99%"
"10/24/2022","1,227.18","1,226.58","1,234.10","1,221.27","","0.33%"
"10/21/2022","1,223.19","1,220.11","1,227.91","1,215.00","","0.68%"
"10/20/2022","1,214.96","1,206.99","1,215.89","1,197.13","","0.69%"
"10/19/2022","1,206.65","1,217.36","1,218.48","1,205.54","","-0.59%"
"10/18/2022","1,213.78","1,212.40","1,219.07","1,212.37","","0.78%"
"10/17/2022","1,204.37","1,188.11","1,205.37","1,186.72","","1.41%"
"10/14/2022","1,187.65","1,192.48","1,198.35","1,185.07","","0.29%"
"10/13/2022","1,184.21","1,181.38","1,186.37","1,164.19","","0.33%"
"10/12/2022","1,180.34","1,194.07","1,195.09","1,178.12","","-0.78%"
"10/11/2022","1,189.60","1,184.50","1,191.24","1,180.02","","0.23%"
"10/10/2022","1,186.88","1,201.02","1,203.77","1,184.63","","-1.44%"
"10/07/2022","1,204.17","1,209.40","1,217.75","1,196.43","","-0.60%"
"10/06/2022","1,211.44","1,208.66","1,218.09","1,205.32","","0.71%"
"10/05/2022","1,202.89","1,213.62","1,219.32","1,198.04","","-0.74%"
"10/04/2022","1,211.84","1,194.36","1,212.13","1,194.24","","2.58%"
"10/03/2022","1,181.38","1,169.52","1,183.00","1,158.34","","0.82%"
"09/30/2022","1,171.73","1,157.15","1,173.60","1,152.77","","1.55%"
"09/29/2022","1,153.83","1,162.55","1,164.09","1,148.14","","-0.50%"
"09/28/2022","1,159.61","1,152.81","1,160.51","1,138.36","","0.53%"
"09/27/2022","1,153.48","1,163.62","1,167.72","1,153.48","","-0.87%"
"09/26/2022","1,163.64","1,158.17","1,168.57","1,155.97","","0.43%"
"09/23/2022","1,158.66","1,176.65","1,188.15","1,153.35","","-1.18%"
"09/22/2022","1,172.55","1,207.31","1,207.31","1,172.55","","-2.97%"
"09/21/2022","1,208.44","1,204.30","1,213.15","1,204.16","","0.07%"
"09/20/2022","1,207.61","1,242.92","1,248.66","1,204.73","","-2.31%"
"09/19/2022","1,236.18","1,260.86","1,263.74","1,233.85","","-1.99%"
"09/16/2022","1,261.26","1,284.41","1,284.41","1,259.32","","-1.92%"
"09/15/2022","1,285.95","1,303.00","1,304.32","1,285.48","","-1.04%"
"09/14/2022","1,299.49","1,298.09","1,307.15","1,294.47","","-0.39%"
"09/13/2022","1,304.57","1,315.80","1,321.81","1,304.38","","-0.59%"
"09/12/2022","1,312.31","1,321.12","1,326.62","1,310.78","","-0.56%"
"09/09/2022","1,319.67","1,304.81","1,319.84","1,304.81","","1.20%"
"09/08/2022","1,304.02","1,323.83","1,328.63","1,298.73","","-0.99%"
"09/07/2022","1,317.12","1,329.67","1,329.77","1,308.35","","-0.86%"
"09/06/2022","1,328.50","1,336.65","1,348.87","1,324.08","","-0.71%"
"09/05/2022","1,337.95","1,348.43","1,348.43","1,326.24","","-1.86%"
"09/02/2022","1,363.31","1,345.79","1,363.31","1,342.33","","0.73%"
"09/01/2022","1,353.38","1,369.71","1,369.71","1,348.55","","-1.71%"
"08/31/2022","1,376.87","1,383.62","1,383.74","1,369.67","","-0.20%"
"08/30/2022","1,379.64","1,381.60","1,395.86","1,375.61","","-0.03%"
"08/29/2022","1,380.12","1,381.39","1,381.39","1,364.61","","-0.85%"
"08/26/2022","1,391.94","1,414.39","1,416.61","1,389.44","","-1.22%"
"08/25/2022","1,409.16","1,414.88","1,421.10","1,399.96","","0.17%"
"08/24/2022","1,406.77","1,393.34","1,407.50","1,393.34","","0.89%"
"08/23/2022","1,394.34","1,367.68","1,394.64","1,364.21","","1.87%"
"08/22/2022","1,368.73","1,388.54","1,388.86","1,364.78","","-1.29%"
"08/19/2022","1,386.55","1,406.16","1,406.16","1,385.17","","-1.53%"
"08/18/2022","1,408.04","1,404.28","1,409.81","1,398.54","","0.33%"
"08/17/2022","1,403.34","1,416.33","1,418.93","1,396.81","","-0.47%"
"08/16/2022","1,410.00","1,418.20","1,421.45","1,405.25","","-0.44%"
"08/15/2022","1,416.23","1,415.02","1,420.21","1,410.52","","0.52%"
"08/12/2022","1,408.91","1,402.92","1,410.36","1,400.07","","0.54%"
"08/11/2022","1,401.35","1,393.76","1,401.44","1,390.35","","0.96%"
"08/10/2022","1,388.01","1,371.29","1,388.01","1,370.23","","1.26%"
"08/09/2022","1,370.79","1,387.95","1,387.95","1,367.30","","-1.42%"
"08/08/2022","1,390.57","1,384.52","1,397.94","1,384.52","","0.64%"
"08/05/2022","1,381.79","1,400.55","1,402.97","1,375.37","","-1.49%"
"08/04/2022","1,402.74","1,390.07","1,407.89","1,390.07","","1.07%"
"08/03/2022","1,387.91","1,372.75","1,388.69","1,372.33","","1.16%"
"08/02/2022","1,372.03","1,386.48","1,386.48","1,368.22","","-1.09%"
"08/01/2022","1,387.12","1,388.02","1,394.18","1,379.45","","0.23%"
"07/29/2022","1,383.98","1,375.54","1,387.15","1,375.54","","0.90%"
"07/28/2022","1,371.69","1,373.76","1,381.23","1,366.18","","-0.02%"
"07/27/2022","1,371.96","1,369.93","1,374.01","1,365.77","","0.53%"
"07/26/2022","1,364.73","1,365.99","1,375.84","1,362.22","","-0.04%"
"07/25/2022","1,365.27","1,356.96","1,366.78","1,353.01","","0.80%"
"07/22/2022","1,354.41","1,342.67","1,357.04","1,339.82","","0.81%"
"07/21/2022","1,343.49","1,338.16","1,343.91","1,326.39","","0.66%"
"07/20/2022","1,334.74","1,335.32","1,341.51","1,329.71","","0.33%"
"07/19/2022","1,330.40","1,333.82","1,333.82","1,321.79","","-0.11%"
"07/18/2022","1,331.90","1,328.29","1,333.62","1,320.78","","1.10%"
"07/15/2022","1,317.38","1,323.50","1,323.50","1,304.23","","-0.18%"
"07/14/2022","1,319.82","1,339.74","1,341.15","1,316.23","","-1.83%"
"07/13/2022","1,344.40","1,347.59","1,348.63","1,332.65","","-0.36%"
"07/12/2022","1,349.23","1,349.92","1,349.92","1,330.41","","0.02%"
"07/11/2022","1,349.01","1,343.41","1,353.17","1,335.61","","0.19%"
"07/08/2022","1,346.42","1,341.20","1,346.87","1,335.37","","0.87%"
"07/07/2022","1,334.77","1,318.25","1,336.30","1,314.84","","1.60%"
"07/06/2022","1,313.79","1,299.93","1,314.25","1,299.93","","1.19%"
"07/05/2022","1,298.32","1,317.67","1,320.63","1,285.94","","-1.37%"
"07/04/2022","1,316.40","1,319.96","1,329.93","1,306.71","","0.12%"
"07/01/2022","1,314.85","1,303.48","1,319.54","1,297.38","","0.90%"
"06/30/2022","1,303.10","1,308.64","1,310.92","1,286.73","","-0.48%"
"06/29/2022","1,309.33","1,311.39","1,313.70","1,302.96","","-0.18%"
"06/28/2022","1,311.71","1,319.66","1,329.99","1,308.98","","-0.74%"
"06/27/2022","1,321.53","1,310.97","1,330.19","1,310.97","","1.70%"
"06/23/2022","1,299.39","1,318.25","1,321.10","1,295.63","","-1.22%"
"06/22/2022","1,315.43","1,327.51","1,327.51","1,289.98","","-1.28%"
"06/21/2022","1,332.55","1,343.27","1,352.63","1,332.55","","-0.62%"
"06/20/2022","1,340.84","1,333.59","1,344.16","1,329.49","","0.69%"
"06/17/2022","1,331.65","1,324.62","1,345.31","1,324.35","","0.57%"
"06/16/2022","1,324.07","1,368.78","1,370.93","1,318.18","","-2.88%"
"06/15/2022","1,363.37","1,359.69","1,367.05","1,351.86","","0.26%"
"06/14/2022","1,359.82","1,390.05","1,393.02","1,353.96","","-2.03%"
"06/13/2022","1,388.02","1,405.80","1,406.61","1,382.56","","-2.14%"
"06/10/2022","1,418.44","1,450.20","1,450.20","1,416.46","","-2.21%"
"06/09/2022","1,450.56","1,466.47","1,470.26","1,448.48","","-0.77%"
"06/08/2022","1,461.88","1,462.56","1,467.23","1,455.92","","0.18%"
"06/07/2022","1,459.29","1,455.11","1,460.28","1,442.02","","0.54%"
"06/03/2022","1,451.47","1,456.31","1,459.16","1,446.97","","0.22%"
"06/02/2022","1,448.29","1,443.57","1,448.29","1,434.75","","0.22%"
"06/01/2022","1,445.16","1,467.29","1,467.29","1,443.93","","-1.40%"
"05/31/2022","1,465.63","1,472.34","1,480.10","1,463.31","","-0.32%"
"05/30/2022","1,470.37","1,465.11","1,475.10","1,460.95","","0.99%"
"05/27/2022","1,455.95","1,430.96","1,456.49","1,430.96","","2.53%"
"05/25/2022","1,419.98","1,426.12","1,435.47","1,418.41","","-0.29%"
"05/24/2022","1,424.10","1,431.40","1,432.11","1,418.05","","-0.31%"
"05/23/2022","1,428.48","1,434.51","1,448.31","1,421.93","","-0.11%"
"05/20/2022","1,430.06","1,441.51","1,449.74","1,429.53","","-0.35%"
"05/19/2022","1,435.13","1,422.35","1,438.79","1,405.80","","0.21%"
"05/18/2022","1,432.09","1,450.20","1,461.77","1,429.70","","-0.91%"
"05/17/2022","1,445.20","1,415.65","1,446.00","1,415.65","","2.53%"
"05/16/2022","1,409.48","1,405.45","1,421.52","1,402.71","","0.54%"
"05/13/2022","1,401.92","1,381.48","1,401.92","1,381.48","","1.58%"
"05/12/2022","1,380.06","1,382.57","1,383.36","1,360.44","","-0.94%"
"05/11/2022","1,393.09","1,368.61","1,393.09","1,365.16","","2.02%"
"05/10/2022","1,365.55","1,355.00","1,373.67","1,353.86","","0.96%"
"05/09/2022","1,352.52","1,411.24","1,411.24","1,352.52","","-4.10%"
"05/06/2022","1,410.36","1,433.61","1,433.61","1,401.58","","-2.47%"
"05/05/2022","1,446.03","1,470.75","1,474.82","1,443.39","","-1.10%"
"05/04/2022","1,462.18","1,480.02","1,484.40","1,460.64","","-1.11%"
"05/03/2022","1,478.58","1,487.00","1,499.56","1,474.67","","-0.26%"
"05/02/2022","1,482.43","1,498.35","1,498.35","1,472.16","","-1.43%"
"04/29/2022","1,503.95","1,488.14","1,508.96","1,488.14","","1.81%"
"04/28/2022","1,477.18","1,496.81","1,501.11","1,477.18","","-1.10%"
"04/27/2022","1,493.55","1,500.54","1,508.96","1,489.21","","-1.03%"
"04/26/2022","1,509.08","1,529.72","1,534.90","1,504.85","","-1.20%"
"04/25/2022","1,527.40","1,551.10","1,551.10","1,518.07","","-2.48%"
"04/22/2022","1,566.22","1,573.39","1,576.88","1,561.44","","-1.20%"
"04/21/2022","1,585.26","1,575.00","1,589.03","1,573.09","","0.82%"
"04/20/2022","1,572.43","1,571.21","1,575.91","1,563.41","","0.38%"
"04/19/2022","1,566.43","1,565.37","1,567.68","1,552.43","","0.49%"
"04/14/2022","1,558.86","1,556.96","1,558.86","1,548.69","","0.59%"
"04/13/2022","1,549.73","1,540.35","1,550.11","1,536.48","","0.79%"
"04/12/2022","1,537.52","1,528.75","1,537.92","1,519.26","","0.36%"
"04/11/2022","1,532.06","1,533.35","1,537.07","1,518.93","","0.18%"
"04/08/2022","1,529.33","1,535.43","1,538.97","1,521.80","","0.03%"
"04/07/2022","1,528.91","1,524.08","1,541.81","1,522.50","","0.78%"
"04/06/2022","1,517.01","1,542.05","1,543.36","1,507.84","","-1.47%"
"04/05/2022","1,539.66","1,547.73","1,554.23","1,537.62","","0.09%"
"04/04/2022","1,538.31","1,528.62","1,540.94","1,521.61","","1.11%"
"04/01/2022","1,521.48","1,506.76","1,521.99","1,499.73","","1.36%"
"03/31/2022","1,501.06","1,509.86","1,513.68","1,496.32","","-0.25%"
"03/30/2022","1,504.77","1,502.80","1,507.36","1,495.00","","0.64%"
"03/29/2022","1,495.14","1,483.53","1,502.59","1,482.86","","1.36%"
"03/28/2022","1,475.09","1,473.46","1,480.48","1,467.75","","0.25%"
"03/25/2022","1,471.45","1,465.62","1,484.09","1,465.62","","0.72%"
"03/24/2022","1,460.86","1,476.07","1,481.70","1,460.86","","-0.78%"
"03/23/2022","1,472.28","1,493.00","1,496.64","1,467.44","","-0.71%"
"03/22/2022","1,482.87","1,482.99","1,484.70","1,475.72","","0.29%"
"03/21/2022","1,478.58","1,480.79","1,485.98","1,473.59","","0.47%"
"03/18/2022","1,471.71","1,449.45","1,475.50","1,446.81","","2.18%"
"03/17/2022","1,440.29","1,437.92","1,447.86","1,434.26","","0.95%"
"03/16/2022","1,426.67","1,396.72","1,426.67","1,396.72","","2.95%"
"03/15/2022","1,385.80","1,400.20","1,400.20","1,373.20","","-1.12%"
"03/14/2022","1,401.45","1,397.69","1,411.55","1,396.16","","0.93%"
"03/11/2022","1,388.60","1,360.33","1,393.97","1,359.93","","2.75%"
"03/10/2022","1,351.39","1,372.68","1,374.36","1,351.39","","-0.67%"
"03/09/2022","1,360.54","1,329.64","1,360.54","1,328.34","","3.39%"
"03/08/2022","1,315.99","1,300.79","1,332.89","1,300.53","","0.83%"
"03/07/2022","1,305.21","1,273.99","1,319.08","1,258.39","","0.66%"
"03/04/2022","1,296.68","1,331.40","1,333.38","1,292.66","","-2.94%"
"03/03/2022","1,335.97","1,371.36","1,383.46","1,332.81","","-2.32%"
"03/02/2022","1,367.72","1,360.26","1,367.76","1,347.68","","0.40%"
"03/01/2022","1,362.26","1,379.91","1,384.47","1,360.05","","-1.30%"
"02/28/2022","1,380.23","1,366.69","1,385.60","1,353.58","","0.46%"
"02/25/2022","1,373.90","1,340.63","1,376.44","1,340.63","","3.46%"
"02/24/2022","1,327.99","1,310.10","1,327.99","1,285.65","","-2.88%"
"02/23/2022","1,367.37","1,390.56","1,401.13","1,366.67","","-1.06%"
"02/22/2022","1,382.03","1,332.28","1,387.76","1,323.43","","1.38%"
"02/21/2022","1,363.18","1,400.52","1,402.60","1,356.94","","-3.27%"
"02/18/2022","1,409.23","1,438.37","1,438.37","1,402.67","","-2.15%"
"02/17/2022","1,440.14","1,480.07","1,482.99","1,436.25","","-2.80%"
"02/16/2022","1,481.62","1,486.27","1,499.61","1,477.59","","-0.05%"
"02/15/2022","1,482.30","1,461.26","1,484.07","1,460.64","","1.38%"
"02/14/2022","1,462.10","1,499.24","1,499.24","1,438.40","","-4.25%"
"02/11/2022","1,526.92","1,532.56","1,532.56","1,522.30","","-0.36%"
"02/10/2022","1,532.44","1,531.77","1,539.17","1,521.82","","0.74%"
"02/09/2022","1,521.12","1,511.51","1,523.00","1,509.08","","1.20%"
"02/08/2022","1,503.14","1,516.56","1,516.56","1,498.79","","-0.86%"
"02/07/2022","1,516.24","1,507.62","1,516.24","1,495.00","","0.85%"
"02/04/2022","1,503.40","1,517.23","1,523.10","1,494.40","","-0.77%"
"02/03/2022","1,515.10","1,531.59","1,534.75","1,515.10","","-1.07%"
"02/02/2022","1,531.54","1,498.47","1,538.98","1,498.47","","2.86%"
"02/01/2022","1,488.90","1,478.79","1,492.16","1,478.79","","1.35%"
"01/31/2022","1,469.10","1,456.65","1,471.31","1,456.65","","1.55%"
"01/28/2022","1,446.69","1,446.95","1,448.69","1,427.90","","0.06%"
"01/27/2022","1,445.83","1,427.99","1,451.27","1,419.84","","0.74%"
"01/26/2022","1,435.22","1,397.79","1,437.11","1,397.79","","3.03%"
"01/25/2022","1,392.99","1,391.73","1,418.09","1,390.63","","0.85%"
"01/24/2022","1,381.27","1,460.33","1,460.33","1,374.40","","-5.85%"
"01/21/2022","1,467.15","1,488.48","1,488.48","1,452.94","","-1.83%"
"01/20/2022","1,494.46","1,489.93","1,496.11","1,478.61","","0.71%"
"01/19/2022","1,483.87","1,465.05","1,493.41","1,460.48","","0.65%"
"01/18/2022","1,474.22","1,503.40","1,503.40","1,461.40","","-1.96%"
"01/17/2022","1,503.65","1,507.86","1,513.21","1,498.28","","-0.44%"
"01/14/2022","1,510.28","1,531.60","1,531.60","1,508.35","","-1.64%"
"01/13/2022","1,535.50","1,538.52","1,541.29","1,529.93","","-0.21%"
"01/12/2022","1,538.66","1,527.68","1,539.99","1,519.19","","1.27%"
"01/11/2022","1,519.43","1,498.43","1,520.41","1,498.43","","1.49%"
"01/10/2022","1,497.16","1,597.75","1,600.16","1,496.16","","-6.20%"
"01/07/2022","1,596.08","1,620.91","1,621.49","1,594.60","","-2.09%"
"01/05/2022","1,630.10","1,636.85","1,638.00","1,629.00","","-0.15%"
"01/04/2022","1,632.50","1,642.59","1,645.10","1,631.18","","-0.09%"
"01/03/2022","1,634.05","1,618.04","1,636.90","1,616.95","","1.40%"
"12/30/2021","1,611.56","1,608.07","1,614.46","1,597.39","","0.41%"
"12/29/2021","1,604.97","1,601.99","1,604.97","1,592.35","","0.64%"
"12/28/2021","1,594.75","1,601.83","1,606.42","1,591.90","","-0.04%"
"12/27/2021","1,595.38","1,570.31","1,598.94","1,570.20","","1.81%"
"12/23/2021","1,567.00","1,554.67","1,567.14","1,553.82","","1.24%"
"12/22/2021","1,547.87","1,518.67","1,547.87","1,518.49","","2.29%"
"12/21/2021","1,513.17","1,506.93","1,519.48","1,505.53","","0.77%"
"12/20/2021","1,501.63","1,484.61","1,503.90","1,480.79","","0.21%"
"12/17/2021","1,498.51","1,498.12","1,501.88","1,484.86","","0.02%"
"12/16/2021","1,498.28","1,502.78","1,512.08","1,495.85","","0.42%"
"12/15/2021","1,491.98","1,504.81","1,509.32","1,487.51","","-0.76%"
"12/14/2021","1,503.42","1,524.41","1,524.53","1,502.58","","-1.11%"
"12/13/2021","1,520.23","1,526.03","1,539.84","1,519.34","","0.58%"
"12/10/2021","1,511.45","1,516.97","1,518.58","1,509.20","","-0.42%"
"12/09/2021","1,517.76","1,525.39","1,527.71","1,510.37","","0.03%"
"12/08/2021","1,517.36","1,526.59","1,537.55","1,516.22","","-0.58%"
"12/07/2021","1,526.24","1,490.63","1,526.24","1,490.63","","2.81%"
"12/06/2021","1,484.55","1,502.87","1,508.69","1,477.66","","-0.91%"
"12/03/2021","1,498.16","1,526.78","1,527.15","1,497.52","","-1.49%"
"12/02/2021","1,520.80","1,548.28","1,548.95","1,515.66","","-1.93%"
"12/01/2021","1,550.77","1,529.81","1,557.57","1,517.32","","1.09%"
"11/30/2021","1,534.09","1,503.72","1,534.09","1,497.42","","1.55%"
"11/29/2021","1,510.73","1,502.81","1,520.93","1,502.81","","0.42%"
"11/26/2021","1,504.37","1,532.82","1,532.82","1,504.37","","-3.74%"
"11/25/2021","1,562.84","1,551.81","1,566.64","1,536.39","","1.15%"
"11/24/2021","1,545.00","1,539.24","1,549.38","1,531.80","","0.41%"
"11/23/2021","1,538.71","1,561.18","1,561.18","1,537.98","","-1.57%"
"11/22/2021","1,563.31","1,587.36","1,587.36","1,560.22","","-1.18%"
"11/19/2021","1,581.95","1,570.30","1,587.96","1,570.30","","0.76%"
"11/18/2021","1,570.08","1,584.46","1,584.46","1,568.43","","-1.09%"
"11/17/2021","1,587.34","1,581.15","1,587.34","1,571.29","","0.45%"
"11/16/2021","1,580.25","1,588.84","1,588.84","1,573.09","","-0.45%"
"11/15/2021","1,587.43","1,567.54","1,587.43","1,564.66","","1.51%"
"11/12/2021","1,563.87","1,567.66","1,568.33","1,524.91","","-0.31%"
"11/11/2021","1,568.78","1,555.01","1,568.78","1,547.05","","1.17%"
"11/10/2021","1,550.64","1,550.47","1,550.64","1,537.29","","0.44%"
"11/09/2021","1,543.92","1,540.15","1,547.22","1,535.67","","0.64%"
"11/08/2021","1,534.07","1,531.19","1,534.07","1,525.10","","0.22%"
"11/05/2021","1,530.64","1,521.21","1,533.43","1,521.21","","0.99%"
"11/04/2021","1,515.58","1,500.40","1,516.08","1,500.40","","1.35%"
"11/03/2021","1,495.39","1,498.89","1,510.35","1,494.55","","-0.11%"
"11/02/2021","1,497.10","1,501.11","1,504.70","1,491.49","","-0.17%"
"11/01/2021","1,499.70","1,501.96","1,505.22","1,492.20","","0.34%"
"10/29/2021","1,494.67","1,503.62","1,504.21","1,482.85","","-0.41%"
"10/28/2021","1,500.80","1,515.21","1,517.94","1,496.13","","-0.68%"
"10/27/2021","1,511.03","1,518.29","1,521.37","1,509.97","","-0.60%"
"10/26/2021","1,520.13","1,517.01","1,528.36","1,514.20","","0.43%"
"10/25/2021","1,513.69","1,512.88","1,515.30","1,503.13","","0.35%"
"10/22/2021","1,508.35","1,503.77","1,508.37","1,499.50","","0.42%"
